51.222.253.19 - - [23/Jan/2023:16:34:13 -0800] "GET /informes HTTP/1.1" 200 16821 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "regusciair.com"
51.222.253.15 - - [23/Jan/2023:16:34:45 -0800] "GET /robots.txt HTTP/1.1" 200 57 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" "www.regusciair.com"
51.79.248.208 - - [23/Jan/2023:16:43:42 -0800] "GET / HTTP/1.1" 200 134620 "https://regusciair.com/" "Mozilla/5.0 (Windows NT 6.1; ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36" "regusciair.com"
51.79.248.208 - - [23/Jan/2023:16:43:49 -0800] "GET /contacto HTTP/1.1" 200 37697 "https://regusciair.com/contacto" "Mozilla/5.0 (Windows NT 6.1; ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36" "regusciair.com"
157.55.39.39 - - [23/Jan/2023:16:53:36 -0800] "GET /sitemap.xml HTTP/1.1" 200 293 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36" "regusciair.com"
82.66.40.31 - - [23/Jan/2023:17:28:04 -0800] "GET /2004/license.txt HTTP/1.1" 404 88 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:62.0) Gecko/20100101 Firefox/62.0" "regusciair.com"
34.150.116.26 - - [23/Jan/2023:17:31:40 -0800] "GET /contacto/ HTTP/1.1" 200 37697 "https://regusciair.com/contacto/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.72 Safari/537.36" "regusciair.com"
34.150.116.26 - - [23/Jan/2023:17:31:42 -0800] "POST /contacto/ HTTP/1.1" 200 37697 "https://regusciair.com/contacto/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.72 Safari/537.36" "regusciair.com"
1.192.244.194 - - [23/Jan/2023:17:45:31 -0800] "GET /robots.txt HTTP/1.1" 200 57 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36" "regusciair.com"
190.133.27.170 - - [23/Jan/2023:18:02:09 -0800] "GET / HTTP/1.1" 200 26600 "https://www.google.com/" "Mozilla/5.0 (Linux; Android 12; motorola edge 20 pro) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36" "www.regusciair.com"
190.133.27.170 - - [23/Jan/2023:18:02:12 -0800] "GET /favicon.ico HTTP/1.1" 404 88 "https://www.regusciair.com/" "Mozilla/5.0 (Linux; Android 12; motorola edge 20 pro) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36" "www.regusciair.com"
68.183.210.1 - - [23/Jan/2023:18:56:22 -0800] "GET /contacto/ HTTP/1.1" 200 37697 "https://regusciair.com/contacto/" "Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.72 Safari/537.36" "regusciair.com"
68.183.210.1 - - [23/Jan/2023:18:56:23 -0800] "POST /contacto/ HTTP/1.1" 200 37697 "https://regusciair.com/contacto/" "Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.72 Safari/537.36" "regusciair.com"
114.119.148.189 - - [23/Jan/2023:18:56:53 -0800] "GET /investors HTTP/1.1" 200 3542 "https://regusciair.com/home" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" "regusciair.com"
40.77.167.104 - - [23/Jan/2023:18:57:38 -0800] "GET /robots.txt HTTP/1.1" 200 57 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36" "regusciair.com"
157.55.39.201 - - [23/Jan/2023:18:57:48 -0800] "GET /yahoo_site_admin/assets/images/024.45173506_sq_thumb_s.jpg HTTP/1.1" 200 3016 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36" "regusciair.com"
114.119.145.126 - - [23/Jan/2023:19:02:12 -0800] "GET /photos_2 HTTP/1.1" 200 5639 "-" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" "regusciair.com"
176.124.213.13 - - [23/Jan/2023:19:06:50 -0800] "GET / HTTP/1.1" 200 134620 "https://regusciair.com/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36" "regusciair.com"
176.124.213.13 - - [23/Jan/2023:19:06:53 -0800] "GET /contacto HTTP/1.1" 200 37697 "https://regusciair.com/contacto" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36" "regusciair.com"
176.124.213.13 - - [23/Jan/2023:19:06:54 -0800] "POST /contacto HTTP/1.1" 200 37697 "https://regusciair.com/contacto" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36" "regusciair.com"
114.119.135.120 - - [23/Jan/2023:19:09:38 -0800] "GET /noticias HTTP/1.1" 200 15224 "https://www.regusciair.com/investors" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" "www.regusciair.com"
216.24.213.54 - - [23/Jan/2023:19:34:27 -0800] "GET /contact_us HTTP/1.1" 200 9649 "http://www.regusciair.com/contact_us" "Mozilla/5.0 (Macintosh; Intel Mac OS X 12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36" "www.regusciair.com"
216.24.213.54 - - [23/Jan/2023:19:34:28 -0800] "GET /contact_us?emailAddress=regusciair%40hotmail.com&.crumb=1674572464z9s.j6YymDNL0alyi9Ry9JbrgA0-&json_payload=&formDataName=Customer+contact&formDescription=Contact+Us&formGuid=itemRecordGuid.4d5b3869694ef0.72951&itemGuid.4d5b3869694e26.20626730=Cecilia&itemGuid.4d5b3869694e26.20626733=Bone&itemGuid.4d5b3869694e26.20626736=hacker%40rachelpagenutrition.co.uk&itemGuid.4d5b3869694e26.20626739=079+4949+3260&itemGuid.4d5b39fc5e8d22.12102876=Blackhill&itemGuid.4d5b39fc5e8d22.12102880=United+States&itemGuid.4d5b3869694e26.20626742=Your+Site+Has+Been+Hacked%0D%0A%0D%0APLEASE+FORWARD+THIS+EMAIL+TO+SOMEONE+IN+YOUR+COMPANY+WHO+IS+ALLOWED+TO+MAKE+IMPORTANT+DECISIONS%21%0D%0A%0D%0AWe+have+hacked+your+website+http://www.regusciair.com+and+extracted+your+databases.%0D%0A%0D%0AHow+did+this+happen%3F%0D%0A%0D%0AOur+team+has+found+a+vulnerability+within+your+site+that+we+were+able+to+exploit.+After+finding+the+vulnerability+we+were+able+to+get+your+database+credentials+and+extract+your+entire+database+and+move+the+information+to+an+offshore+server.%0D%0A%0D%0AWhat+does+this+mean%3F%0D%0A%0D%0AWe+will+systematically+go+through+a+series+of+steps+of+totally+damaging+your+reputation.+First+your+database+will+be+leaked+or+sold+to+the+highest+bidder+which+they+will+use+with+whatever+their+intentions+are.+Next+if+there+are+e-mails+found+they+will+be+e-mailed+that+their+information+has+been+sold+or+leaked+and+your+http://www.regusciair.com+was+at+fault+thusly+damaging+your+reputation+and+having+angry+customers/associates+with+whatever+angry+customers/associates+do.+Lastly+any+links+that+you+have+indexed+in+the+search+engines+will+be+de-indexed+based+off+of+blackhat+techniques+that+we+used+in+the+past+to+de-index+our+targets.%0D%0A%0D%0AHow+do+I+stop+this%3F%0D%0A%0D%0AWe+are+willing+to+refrain+from+destroying+your+site%E2%80%99s+reputation+for+a+small+fee.+The+current+fee+is+$3000+in+bitcoins+(0.14+BTC).%0D%0A%0D%0AThe+amount(approximately):+$3000+(0.14+BTC)%0D%0AThe+Address+Part+1:+bc1qe4xvhksgapl3p76mm%0D%0AThe+Address+Part+2:+fz7thdnmkeuxry08kjhcn%0D%0A%0D%0ASo%2C+you+have+to+manually+copy+%2B+paste+Part1+and+Part2+in+one+string+made+of+42+characters+with+no+space+between+the+parts+that+start+with+%22b%22+and+end+with+%22n%22+is+the+actually+address+where+you+should+send+the+money+to.%0D%0A%0D%0A+Once+you+have+paid+we+will+automatically+get+informed+that+it+was+your+payment.+Please+note+that+you+have+to+make+payment+within+72+hours+after+receiving+this+message+or+the+database+leak%2C+e-mails+dispatched%2C+and+de-index+of+your+site+WILL+start%21%0D%0A%0D%0AHow+do+I+get+Bitcoins%3F%0D%0A%0D%0AYou+can+easily+buy+bitcoins+via+several+websites+or+even+offline+from+a+Bitcoin-ATM.+%0D%0A%0D%0AWhat+if+I+don%E2%80%99t+pay%3F%0D%0A%0D%0AIf+you+decide+not+to+pay%2C+we+will+start+the+attack+at+the+indicated+date+and+uphold+it+until+you+do%2C+there%E2%80%99s+no+counter+measure+to+this%2C+you+will+only+end+up+wasting+more+money+trying+to+find+a+solution.+We+will+completely+destroy+your+r
159.65.253.201 - - [23/Jan/2023:20:33:12 -0800] "GET /contacto/ HTTP/1.1" 200 37697 "https://regusciair.com/contacto/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.72 Safari/537.36" "regusciair.com"
159.65.253.201 - - [23/Jan/2023:20:33:14 -0800] "POST /contacto/ HTTP/1.1" 200 37697 "https://regusciair.com/contacto/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.72 Safari/537.36" "regusciair.com"
