178.22.49.219 - - [24/Sep/2022:17:04:03 -0700] "GET /contact_us/ HTTP/1.1" 200 37527 "https://regusciair.com/contact_us/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.72 Safari/537.36 Edg/90.0.818.42" "regusciair.com"
40.77.167.46 - - [24/Sep/2022:17:43:26 -0700] "GET /videos HTTP/1.1" 200 4981 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "regusciair.com"
205.210.31.137 - - [24/Sep/2022:18:11:06 -0700] "GET / HTTP/1.1" 200 134620 "-" "Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com" "regusciair.com"
124.220.161.119 - - [24/Sep/2022:18:16:18 -0700] "GET / HTTP/1.1" 200 26600 "http://regusciair.com" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Mobile Safari/537.36" "regusciair.com"
158.69.197.113 - - [24/Sep/2022:18:22:20 -0700] "GET /contacto/ HTTP/1.1" 200 37697 "https://regusciair.com/contacto/" "Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36" "regusciair.com"
158.69.197.113 - - [24/Sep/2022:18:22:22 -0700] "POST /contacto/ HTTP/1.1" 200 37697 "https://regusciair.com/contacto/" "Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36" "regusciair.com"
23.239.26.18 - - [24/Sep/2022:18:25:24 -0700] "GET / HTTP/1.1" 200 26600 "-" "python-requests/2.26.0" "regusciair.com"
23.239.26.18 - - [24/Sep/2022:18:25:26 -0700] "GET / HTTP/1.1" 200 134620 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/96.0.4664.45 Safari/537.36" "regusciair.com"
171.14.166.87 - - [24/Sep/2022:18:39:48 -0700] "GET / HTTP/1.1" 200 26600 "http://www.openurls.com.cn/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36" "regusciair.com"
171.14.166.87 - - [24/Sep/2022:18:39:50 -0700] "GET /favicon.ico HTTP/1.1" 404 88 "https://regusciair.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36" "regusciair.com"
207.46.13.209 - - [24/Sep/2022:19:12:01 -0700] "GET / HTTP/1.1" 200 26600 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "regusciair.com"
1.192.195.5 - - [24/Sep/2022:19:14:14 -0700] "GET / HTTP/1.1" 200 26600 "https://regusciair.com/" "Mozilla/5.0(compatible;MSIE9.0;WindowsNT6.1;Trident/5.0)" "regusciair.com"
178.159.37.4 - - [24/Sep/2022:19:42:40 -0700] "GET /contact_us/ HTTP/1.1" 200 37527 "https://regusciair.com/contact_us/" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36" "regusciair.com"
178.159.37.4 - - [24/Sep/2022:19:42:42 -0700] "POST /contact_us/ HTTP/1.1" 200 37527 "https://regusciair.com/contact_us/" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36" "regusciair.com"
178.159.37.4 - - [24/Sep/2022:19:42:44 -0700] "GET /contact_us/ HTTP/1.1" 200 37527 "https://regusciair.com/contact_us/" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36" "regusciair.com"
157.55.39.223 - - [24/Sep/2022:19:43:52 -0700] "GET /noticias HTTP/1.1" 200 15224 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36" "regusciair.com"
172.106.171.252 - - [24/Sep/2022:19:49:57 -0700] "POST / HTTP/1.1" 200 26600 "-" "Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; HM NOTE 1W Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/11.0.5.850 U3/0.8.0 Mobile Safari/534.30" "regusciair.com"
172.106.171.252 - - [24/Sep/2022:19:50:04 -0700] "GET /vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 404 88 "-" "python-requests/2.27.1" "regusciair.com"
207.46.13.209 - - [24/Sep/2022:20:10:48 -0700] "GET /donate_-_donar HTTP/1.1" 200 4713 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "regusciair.com"
157.55.39.194 - - [24/Sep/2022:20:15:17 -0700] "GET /robots.txt HTTP/1.1" 200 57 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "www.regusciair.com"
207.46.13.209 - - [24/Sep/2022:20:15:27 -0700] "GET / HTTP/1.1" 200 26600 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "www.regusciair.com"
1.192.195.11 - - [24/Sep/2022:20:34:09 -0700] "GET / HTTP/1.1" 200 26600 "https://regusciair.com/" "Mozilla/5.0(compatible;MSIE9.0;WindowsNT6.1;Trident/5.0)" "regusciair.com"
178.128.219.183 - - [24/Sep/2022:20:39:13 -0700] "GET /feed/ HTTP/1.1" 404 73 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36" "regusciair.com"
178.128.219.183 - - [24/Sep/2022:20:39:14 -0700] "GET /blog/wp-includes/wlwmanifest.xml HTTP/1.1" 404 73 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36" "regusciair.com"
178.128.219.183 - - [24/Sep/2022:20:39:16 -0700] "GET /wordpress/wp-includes/wlwmanifest.xml HTTP/1.1" 404 73 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36" "regusciair.com"
178.128.219.183 - - [24/Sep/2022:20:39:20 -0700] "GET /2021/wp-includes/wlwmanifest.xml HTTP/1.1" 404 73 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36" "regusciair.com"
